,name,f0,type
271,A271,-0.5343779815064296,A
272,A272,-0.33688465912125953,A
273,A273,0.6565683103421314,A
274,A274,-0.7930401233065292,A
275,A275,-0.3552305233867079,A
276,A276,-0.8012161503706685,A
277,A277,-0.752321751177031,A
278,A278,0.8551657110675637,A
279,A279,0.7980345936737117,A
280,A280,-0.7184274246732749,A
281,A281,-0.0942981674146901,A
282,A282,-0.8695075227964306,A
283,A283,-0.5385875924220376,A
284,A284,-0.7067872942376114,A
285,A285,-0.928471472007071,A
286,A286,0.5275056258480213,A
287,A287,0.18973485499664378,A
288,A288,-0.9851441076043959,A
289,A289,0.6750347366860847,A
290,A290,-0.1468597551573143,A
291,A291,0.004117251429260893,A
292,A292,-0.8823545619484561,A
293,A293,0.40037919693395474,A
294,A294,-0.4581304516996232,A
295,A295,0.03652600614721124,A
296,A296,-0.3991013260812384,A
297,A297,0.2707925864610139,A
298,A298,0.32794924930494807,A
299,A299,0.3280283484185331,A
300,A300,0.478860011021349,A
301,A301,0.6622631042808846,A
302,A302,-0.7784632580756474,A
303,A303,0.6225450315212777,A
304,A304,0.8779015309863696,A
305,A305,-0.959886566590598,A
306,A306,-0.5196757568849941,A
307,A307,0.9278139455185628,A
308,A308,0.331960360163859,A
309,A309,-0.5349668237472598,A
310,A310,-0.35940297116015296,A
311,A311,0.8072695888169763,A
312,A312,0.12003248830016844,A
313,A313,0.9380648742231288,A
314,A314,-0.07009450890522784,A
315,A315,0.2544213795786534,A
316,A316,-0.5813228244301607,A
317,A317,0.6644930957282231,A
318,A318,0.37214544910660075,A
319,A319,0.868504011751569,A
320,A320,-0.3575283155119495,A
321,A321,-0.5555238034612824,A
322,A322,0.902577772295275,A
323,A323,0.3568284837632678,A
324,A324,0.3411803602614978,A
325,A325,-0.08712944758502972,A
326,A326,-0.725912159056674,A
327,A327,0.26301044401608253,A
328,A328,-0.9403707982703393,A
329,A329,0.00916031109708526,A
330,A330,0.8391660746313641,A
331,A331,-0.34514391175567627,A
332,A332,0.03670274797879225,A
333,A333,-0.4840153708218864,A
334,A334,-0.9270834684232436,A
335,A335,0.18343719996455055,A
336,A336,0.17032685285874116,A
337,A337,-0.16083828719941606,A
338,A338,-0.06195208995440926,A
339,A339,0.658390484393321,A
340,A340,0.9141428746003395,A
341,A341,0.9580091189779232,A
342,A342,-0.6376888826240745,A
343,A343,-0.7167556501521701,A
344,A344,0.21230925081926277,A
345,A345,0.6877852034758545,A
346,A346,-0.06397997492085139,A
347,A347,-0.8290894101837203,A
348,A348,-0.7187445637588903,A
349,A349,-0.753100788977151,A
350,A350,0.5713542195041754,A
351,A351,0.8081644981315768,A
352,A352,-0.39216253793999867,A
353,A353,-0.1191421449136445,A
354,A354,0.6356520475994523,A
355,A355,-0.8174147789188473,A
356,A356,-0.9316592247901343,A
357,A357,-0.7034741781840468,A
358,A358,-0.009000964734694694,A
359,A359,-0.6666843472146482,A
360,A360,-0.7571534150756905,A
361,A361,-0.7335654725970173,A
362,A362,0.12003514530927495,A
363,A363,-0.24831710527618123,A
364,A364,0.6083547028514991,A
365,A365,0.6323725789587216,A
366,A366,0.29593760481882336,A
367,A367,0.8632477030698109,A
368,A368,-0.6932831799316699,A
369,A369,-0.3397969659960327,A
370,A370,0.23421467583499656,A
371,A371,0.616601763896355,A
372,A372,-0.7314203177214771,A
373,A373,-0.142568750985121,A
374,A374,-0.2858004840633679,A
375,A375,-0.9625375602492365,A
376,A376,-0.42636727459926327,A
377,A377,0.831841774744426,A
378,A378,-0.3459046099578942,A
379,A379,-0.8599909252206654,A
380,A380,0.7539878734750567,A
381,A381,-0.5942228693591476,A
382,A382,-0.00768387738558407,A
383,A383,0.22721255443180244,A
384,A384,-0.6614192597133424,A
385,A385,0.7317964925769631,A
386,A386,0.20539220018091675,A
387,A387,0.788416026616527,A
388,A388,-0.02334061734003412,A
389,A389,-0.8738191079676216,A
390,A390,0.22721870392584131,A
391,A391,0.2626139868268371,A
392,A392,-0.8684895518827744,A
393,A393,0.6021991021928439,A
394,A394,0.36019225813182554,A
395,A395,-0.07962759111394102,A
396,A396,-0.029458166235170724,A
397,A397,-0.13326388782817888,A
398,A398,-0.2821894248510233,A
399,A399,0.9468411030453476,A
400,A400,0.3010145650446605,A
401,A401,0.052576062577496474,A
402,A402,0.6624598289631096,A
403,A403,0.38729821220755056,A
404,A404,0.9921986864350465,A
405,A405,0.6359637614751352,A
406,A406,-0.5694511179584836,A
407,A407,-0.7810625045187369,A
408,A408,0.5753951367225436,A
409,A409,-0.61260342175916,A
410,A410,-0.5318130910798984,A
411,A411,0.15340056463555474,A
412,A412,0.31352524523467706,A
413,A413,-0.5048157439155923,A
414,A414,0.49303170529439466,A
415,A415,-0.8949895562650851,A
416,A416,-0.7532076922727655,A
417,A417,-0.8935903864438037,A
418,A418,0.17175631555299375,A
419,A419,-0.304005917404611,A
420,A420,-0.4989618359233652,A
421,A421,0.7544877061944881,A
422,A422,0.7703804879029177,A
423,A423,-0.31264516377514506,A
424,A424,0.32211118293702334,A
425,A425,-0.14089361905755537,A
426,A426,0.7548465653437471,A
427,A427,-0.9046440894373022,A
428,A428,-0.5450828483984735,A
429,A429,-0.6535853440087211,A
430,A430,0.016320174725344083,A
431,A431,-0.9368468019354086,A
432,A432,-0.7575709186300741,A
433,A433,-0.08984851663080518,A
434,A434,-0.6490974835783576,A
435,A435,0.2737097029250819,A
436,A436,-0.9715712580460936,A
437,A437,0.12394328671900223,A
438,A438,0.1602538692476021,A
439,A439,-0.4856077817647204,A
440,A440,0.8083926104147614,A
441,A441,-0.5588594050742639,A
442,A442,0.1423767183629192,A
443,A443,0.22760818725574627,A
444,A444,0.9396496077233198,A
445,A445,-0.5264662638385895,A
446,A446,0.06573207272870918,A
447,A447,-0.5389926210345377,A
448,A448,0.9444630481830933,A
449,A449,-0.7906237641585234,A
450,A450,-0.3792572740541613,A
451,A451,-0.23904597884189105,A
452,A452,0.7336687509152093,A
453,A453,0.8050284493064301,A
454,A454,0.16232851303161056,A
455,A455,-0.5554958726059886,A
456,A456,-0.5314381071541605,A
457,A457,0.7129468625254265,A
458,A458,-0.8212300419802785,A
459,A459,0.18575333616734735,A
460,A460,-0.48881791803288643,A
461,A461,-0.2723032276549373,A
462,A462,-0.6860107278030005,A
463,A463,0.39763789621541457,A
464,A464,-0.027991149917561575,A
465,A465,-0.01573898313865718,A
466,A466,-0.48875461217207694,A
467,A467,0.39577745942924536,A
468,A468,-0.35093228784483266,A
469,A469,-0.17987835819044817,A
470,A470,-0.02409668119576458,A
471,A471,0.812443756100917,A
472,A472,0.5963788118588338,A
473,A473,-0.032151777104052925,A
474,A474,-0.9379709749191696,A
475,A475,-0.5152371823968667,A
476,A476,-0.4079835399360656,A
477,A477,-0.42091642570021714,A
478,A478,-0.6984568137599492,A
479,A479,-0.22133518211298342,A
480,A480,0.18620918036426293,A
481,A481,0.3336241346199953,A
482,A482,0.14381044724944014,A
483,A483,-0.8005577779391544,A
484,A484,0.3091616032582474,A
485,A485,0.4760031912233913,A
486,A486,-0.8865818933574543,A
487,A487,-0.702301508141087,A
488,A488,0.7507231233874152,A
489,A489,0.6941411949286052,A
490,A490,-0.8554000386346738,A
491,A491,0.18531939479005266,A
492,A492,-0.6472104585557643,A
493,A493,-0.6169938875728389,A
494,A494,0.42397658867436827,A
495,A495,-0.7693930858410261,A
496,A496,0.667518920331404,A
497,A497,-0.005109823068629282,A
498,A498,-0.9451198961307661,A
499,A499,0.2255891308609559,A
500,A500,-0.9671209135181034,A
501,A501,0.774242862288032,A
502,A502,0.09538730927627337,A
503,A503,-0.4065033304917063,A
504,A504,-0.5522887874613212,A
505,A505,0.5349219487989825,A
506,A506,0.8182921703143651,A
507,A507,0.48663020611078256,A
508,A508,-0.9079416254705535,A
509,A509,-0.6618218981988679,A
510,A510,0.6396265473047544,A
511,A511,-0.4294015778798739,A
512,A512,-0.5064916938759327,A
513,A513,0.3851695473508705,A
514,A514,0.06314653195891307,A
515,A515,-0.6084998773114074,A
516,A516,0.10620347563198984,A
517,A517,-0.24611228667701424,A
518,A518,0.1263590885363557,A
519,A519,0.4244585377977039,A
520,A520,0.9020534165137297,A
521,A521,-0.7502110920710532,A
522,A522,-0.9119719730585867,A
523,A523,-0.44542163164966153,A
524,A524,-0.9098106753909248,A
525,A525,0.6436175480790587,A
526,A526,-0.6749180666760426,A
527,A527,0.31997973499824184,A
528,A528,0.9043138800660815,A
529,A529,-0.6965994869127179,A
530,A530,0.8163880686177911,A
531,A531,-0.009081613370768737,A
532,A532,-0.550380414213653,A
533,A533,0.20312533282674994,A
534,A534,-0.5844351228133662,A
535,A535,-0.9804726568800695,A
536,A536,0.4877210447629383,A
537,A537,-0.5210216349351997,A
538,A538,0.8543839919659402,A
539,A539,0.9907319412532671,A
540,A540,0.48560333101629705,A
541,A541,0.9715533532939211,A
542,A542,0.5648758180766829,A
543,A543,0.5716774095537422,A
544,A544,-0.7275018827191024,A
545,A545,-0.6325004330156776,A
546,A546,0.38335186799324483,A
547,A547,0.4321313323597422,A
548,A548,0.806012303597621,A
549,A549,0.4828219154807085,A
550,A550,0.4145406504364222,A
551,A551,-0.28305514371078067,A
552,A552,0.7533514823498437,A
553,A553,-0.07246374999033178,A
554,A554,0.08987550777820186,A
555,A555,-0.1412396986883353,A
556,A556,-0.480980971310321,A
557,A557,-0.18381869911280413,A
558,A558,-0.28497905619511865,A
559,A559,0.6148724336641989,A
560,A560,0.21589204331048206,A
561,A561,0.7568856495084362,A
562,A562,-0.20967848924389632,A
563,A563,-0.18093809973967945,A
564,A564,-0.9915549552534206,A
565,A565,0.9258168871431736,A
566,A566,-0.05062812769541236,A
567,A567,0.016074542272352055,A
568,A568,-0.07577653069617862,A
569,A569,-0.022320849376487484,A
570,A570,0.8193362946078899,A
571,A571,0.02435138641481971,A
572,A572,0.32953299858700236,A
573,A573,-0.9105553138310154,A
574,A574,-0.6199152014832703,A
575,A575,0.1757488426957241,A
576,A576,0.4840743067600197,A
577,A577,0.7162840166379238,A
578,A578,-0.05955585702194477,A
579,A579,-0.7998556248117576,A
580,A580,-0.2865141226050545,A
581,A581,0.4620592115051976,A
582,A582,-0.28575890185164665,A
583,A583,0.6767525661615168,A
584,A584,-0.7105858514431715,A
585,A585,0.8851020946561645,A
586,A586,0.13837206527653456,A
587,A587,-0.5418464001545846,A
588,A588,0.06290567076588593,A
589,A589,0.5097951470859705,A
590,A590,-0.29965133872805105,A
591,A591,0.013980022531214553,A
592,A592,-0.932358393778532,A
593,A593,-0.6754261444656147,A
594,A594,-0.015197137977668751,A
595,A595,-0.4869001840222078,A
596,A596,-0.8170436751057895,A
597,A597,0.24018583809772287,A
598,A598,-0.07275852848978959,A
599,A599,0.10498985336747646,A
600,A600,0.8449074868853761,A
601,A601,-0.7637491999063601,A
602,A602,-0.5964974692492324,A
603,A603,0.6695101966847858,A
604,A604,0.47048634038773707,A
605,A605,-0.5383728548507016,A
606,A606,-0.3282988290053954,A
607,A607,-0.4539903294523415,A
608,A608,0.3168439547633142,A
609,A609,-0.5886324359316377,A
610,A610,0.5254903056837388,A
611,A611,0.35342957228053584,A
612,A612,-0.824042085854326,A
613,A613,0.8084992773070259,A
614,A614,0.8222709998578601,A
615,A615,-0.08432057254237302,A
616,A616,0.9694008416286801,A
617,A617,-0.4784546986311178,A
618,A618,0.18595620623245201,A
619,A619,-0.2616958295510028,A
620,A620,0.03581810632005289,A
621,A621,0.360090649404029,A
622,A622,-0.5916730463662907,A
623,A623,-0.8731837769973627,A
624,A624,-0.650952634659411,A
625,A625,-0.7709013801240026,A
626,A626,-0.23718315456747918,A
627,A627,-0.25358683086707523,A
628,A628,-0.014508880789240175,A
629,A629,-0.9231642856510378,A
630,A630,0.3659854324327927,A
631,A631,-0.8422644055393673,A
632,A632,-0.5904040869529643,A
633,A633,-0.05981680055497085,A
634,A634,0.13285624800828089,A
635,A635,0.9469748462148597,A
636,A636,0.6549535996405143,A
637,A637,-0.5032559889952224,A
638,A638,0.5557904077177822,A
639,A639,-0.0003252321229407773,A
640,A640,0.8665725823365762,A
641,A641,-0.9578218602285304,A
642,A642,-0.24892355429632307,A
643,A643,0.396113807872714,A
644,A644,-0.11936775991049875,A
645,A645,0.1555710292250938,A
646,A646,-0.5951401669867606,A
647,A647,0.2834987570132368,A
648,A648,0.11967071738948376,A
649,A649,-0.7146639805845716,A
650,A650,0.3000770557328152,A
651,A651,0.23223022723034936,A
652,A652,0.6757302287445484,A
653,A653,0.29901228823704495,A
654,A654,-0.36330170877942414,A
655,A655,-0.11589256042227203,A
656,A656,0.596346235856366,A
657,A657,-0.8025137869838033,A
658,A658,0.6570679063647467,A
659,A659,-0.2751674617626101,A
660,A660,0.880063480729107,A
661,A661,0.008615551115212616,A
662,A662,-0.13641892272041778,A
663,A663,-0.2745130558873259,A
664,A664,-0.3592547355082292,A
665,A665,0.6225222743014716,A
666,A666,-0.32456765648449726,A
667,A667,0.6049176838644372,A
668,A668,0.4259842318586349,A
669,A669,0.23767655969756296,A
670,A670,0.1684155031290393,A
671,A671,0.5982818981125606,A
672,A672,-0.4621911596015149,A
673,A673,-0.15544453168063588,A
674,A674,0.9920520630795027,A
675,A675,0.09497128149042822,A
676,A676,0.18001162877557775,A
677,A677,-0.4369188264942543,A
678,A678,-0.5697870238503144,A
679,A679,0.4669984544895809,A
680,A680,-0.41832933237583525,A
681,A681,-0.07893898548710387,A
682,A682,0.3724564548327749,A
683,A683,-0.03378851134654326,A
684,A684,-0.33708158440532965,A
685,A685,0.28309896089063424,A
686,A686,-0.43819221402780384,A
687,A687,0.4271963997843875,A
688,A688,0.6880025294453904,A
689,A689,0.34809385138117954,A
690,A690,-0.34612942888734977,A
691,A691,-0.6177189700458803,A
692,A692,0.6633619386081298,A
693,A693,-0.15554493386205803,A
694,A694,0.5128776109865321,A
695,A695,-0.27400796698526686,A
696,A696,0.9572712314261529,A
697,A697,-0.33051280499893165,A
698,A698,-0.451145057456142,A
699,A699,-0.33593684235047694,A
700,A700,0.18031055885429037,A
701,A701,-0.5305278270661948,A
702,A702,-0.07690176746717814,A
703,A703,0.7677182982661341,A
704,A704,-0.8790641152647756,A
705,A705,0.9917170848207029,A
706,A706,0.9802627799581203,A
707,A707,0.10604519071303753,A
708,A708,-0.5485554293151849,A
709,A709,-0.39899274620825786,A
710,A710,0.2693458794129253,A
711,A711,-0.2306641782056842,A
712,A712,0.2164453657765193,A
713,A713,0.9671460706002644,A
714,A714,-0.9411784222372597,A
715,A715,-0.8162900890478828,A
716,A716,-0.38075091962609364,A
717,A717,-0.663707704356302,A
718,A718,-0.33845248117035553,A
719,A719,0.48437508478448765,A
720,A720,0.20788107614376972,A
721,A721,0.32255614458074855,A
722,A722,-0.19974671681291967,A
723,A723,0.41659514329501746,A
724,A724,0.4259148799627557,A
725,A725,-0.8024316430440059,A
726,A726,-0.6012927008008362,A
727,A727,-0.18309373413206265,A
728,A728,-0.10381695096116794,A
729,A729,-0.16810127297206057,A
730,A730,-0.9402985949278764,A
731,A731,-0.35161759572235307,A
732,A732,-0.04838238016784224,A
733,A733,0.27782014758808793,A
734,A734,-0.9343002987126563,A
735,A735,0.8774933785292676,A
736,A736,-0.7634783316794582,A
737,A737,0.46679056847402567,A
738,A738,-0.4143841838993936,A
739,A739,-0.9447905447835256,A
740,A740,-0.6818196853795357,A
741,A741,0.76959604021191,A
742,A742,0.7757723103718945,A
743,A743,-0.5441402617462268,A
744,A744,0.8861784867872406,A
745,A745,-0.17383416813556352,A
746,A746,0.9941811606701743,A
747,A747,0.7771784294548392,A
748,A748,-0.9996504150613188,A
749,A749,-0.19918637890317514,A
750,A750,-0.01118119547338825,A
751,A751,-0.35782008067645754,A
752,A752,-0.7530319383125648,A
753,A753,0.4038703651611444,A
754,A754,0.9320344928580981,A
755,A755,0.6117513908733925,A
756,A756,-0.04768834218003781,A
757,A757,0.9181299788077217,A
758,A758,0.5164992551910499,A
759,A759,-0.9892529038916931,A
760,A760,0.6602387372923526,A
761,A761,0.695251234654183,A
762,A762,0.09694763217328006,A
763,A763,-0.12043395444827043,A
764,A764,-0.16549877564404447,A
765,A765,-0.04476335808464671,A
766,A766,-0.024379219294117682,A
767,A767,0.5082164680701466,A
768,A768,0.8985708063194278,A
769,A769,-0.3920588401690619,A
770,A770,0.6108978002329228,A
771,A771,-0.522349164402174,A
772,A772,-0.6657581076775814,A
773,A773,0.2767434282103176,A
774,A774,-0.6846499025019683,A
775,A775,0.0671225537863851,A
776,A776,-0.11733457739451247,A
777,A777,0.4645480839204663,A
778,A778,-0.4481954965238122,A
779,A779,0.3383058566757631,A
780,A780,-0.0023469889990408443,A
781,A781,0.9047955038945419,A
782,A782,-0.1869542334963501,A
783,A783,0.03150131883721752,A
784,A784,0.33337812949933276,A
785,A785,-0.7101938530978342,A
786,A786,-0.8149131489031023,A
787,A787,-0.9995654094739588,A
788,A788,-0.39736806579233686,A
789,A789,-0.2981413212171917,A
790,A790,-0.26896723666438827,A
791,A791,-0.11320173848004678,A
792,A792,-0.39610080401226355,A
793,A793,0.8059039008609314,A
794,A794,0.4748129368729743,A
795,A795,-0.2672147215100653,A
796,A796,0.3972441841691856,A
797,A797,0.49077060098285963,A
798,A798,-0.5197293850485993,A
799,A799,-0.1281396813299418,A
800,A800,-0.559074777430282,A
801,A801,0.8006021812558961,A
802,A802,-0.07554947476391183,A
803,A803,-0.17560463441171303,A
804,A804,-0.6261398191419749,A
805,A805,0.1705749347910308,A
806,A806,0.10120231535831348,A
807,A807,0.9123890116727618,A
808,A808,-0.3295015581995788,A
809,A809,-0.9121921971810139,A
810,A810,0.33367640505788,A
811,A811,-0.07336769989835457,A
812,A812,0.789073961699986,A
813,A813,-0.6706276930171635,A
814,A814,0.1310761500702582,A
815,A815,-0.7746410214242294,A
816,A816,-0.7452789506289439,A
817,A817,-0.4261993004711573,A
818,A818,0.683184692159367,A
819,A819,0.0479427761255673,A
820,A820,0.6245313321965216,A
821,A821,0.7908199407212106,A
822,A822,0.7813337669889535,A
823,A823,0.8706250467004342,A
824,A824,-0.27947585013882015,A
825,A825,-0.6619424122887763,A
826,A826,0.3264392893034773,A
827,A827,-0.02080380839302487,A
828,A828,0.5118123365251517,A
829,A829,-0.3761470494192056,A
830,A830,-0.25612181254982214,A
831,A831,-0.2412654516462558,A
832,A832,-0.09527806207085243,A
833,A833,-0.8262732361734533,A
834,A834,-0.5180170851449712,A
835,A835,0.9389826440012323,A
836,A836,-0.6197287405055727,A
837,A837,-0.4143449572309845,A
838,A838,-0.0672004259516994,A
839,A839,-0.9974033032272871,A
840,A840,0.9444214371038198,A
841,A841,0.21182653919727557,A
842,A842,-0.5843522447352409,A
843,A843,0.5898512216933964,A
844,A844,-0.05431554610622591,A
845,A845,0.7175971099191938,A
846,A846,0.2673566355019992,A
847,A847,-0.05989284650612947,A
848,A848,0.5514494787061801,A
849,A849,-0.3036590993447028,A
